STATUS | wrapper  | 2015/06/05 09:57:48 | --> Wrapper Started as Console
INFO   | jvm 1    | 2015/06/05 16:17:04 | 信息: Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 2yrpy7991i1pnivrkwsv3|177b3cd, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 2yrpy7991i1pnivrkwsv3|177b3cd, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@10.176.102.32:1521:imrs, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 5, maxStatements -> 180, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 10, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
INFO   | jvm 1    | 2015/06/05 16:21:02 | 前端数据 已处理/错误/处理速度 151/0/30每分钟
INFO   | jvm 1    | 2015/06/05 16:21:02 | 内存情况 已用内存/可用内存/最大内存 20.48 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:26:02 | 前端数据 已处理/错误/处理速度 190/0/7每分钟
INFO   | jvm 1    | 2015/06/05 16:26:02 | 内存情况 已用内存/可用内存/最大内存 22.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:31:02 | 前端数据 已处理/错误/处理速度 215/0/5每分钟
INFO   | jvm 1    | 2015/06/05 16:31:02 | 内存情况 已用内存/可用内存/最大内存 21.14 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:36:02 | 前端数据 已处理/错误/处理速度 242/0/5每分钟
INFO   | jvm 1    | 2015/06/05 16:36:02 | 内存情况 已用内存/可用内存/最大内存 21.60 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:41:02 | 前端数据 已处理/错误/处理速度 265/0/4每分钟
INFO   | jvm 1    | 2015/06/05 16:41:02 | 内存情况 已用内存/可用内存/最大内存 19.08 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:46:02 | 前端数据 已处理/错误/处理速度 309/0/8每分钟
INFO   | jvm 1    | 2015/06/05 16:46:02 | 内存情况 已用内存/可用内存/最大内存 16.88 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:51:02 | 前端数据 已处理/错误/处理速度 339/0/6每分钟
INFO   | jvm 1    | 2015/06/05 16:51:02 | 内存情况 已用内存/可用内存/最大内存 19.51 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 16:56:02 | 前端数据 已处理/错误/处理速度 374/0/7每分钟
INFO   | jvm 1    | 2015/06/05 16:56:02 | 内存情况 已用内存/可用内存/最大内存 18.31 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:01:02 | 前端数据 已处理/错误/处理速度 410/0/7每分钟
INFO   | jvm 1    | 2015/06/05 17:01:02 | 内存情况 已用内存/可用内存/最大内存 17.74 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:06:02 | 前端数据 已处理/错误/处理速度 434/0/4每分钟
INFO   | jvm 1    | 2015/06/05 17:06:02 | 内存情况 已用内存/可用内存/最大内存 23.86 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:11:02 | 前端数据 已处理/错误/处理速度 463/0/5每分钟
INFO   | jvm 1    | 2015/06/05 17:11:02 | 内存情况 已用内存/可用内存/最大内存 18.00 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:16:02 | 前端数据 已处理/错误/处理速度 490/0/5每分钟
INFO   | jvm 1    | 2015/06/05 17:16:02 | 内存情况 已用内存/可用内存/最大内存 18.49 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:21:02 | 前端数据 已处理/错误/处理速度 508/0/3每分钟
INFO   | jvm 1    | 2015/06/05 17:21:02 | 内存情况 已用内存/可用内存/最大内存 19.82 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:26:02 | 前端数据 已处理/错误/处理速度 526/0/3每分钟
INFO   | jvm 1    | 2015/06/05 17:26:02 | 内存情况 已用内存/可用内存/最大内存 20.99 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:31:02 | 前端数据 已处理/错误/处理速度 550/0/4每分钟
INFO   | jvm 1    | 2015/06/05 17:31:02 | 内存情况 已用内存/可用内存/最大内存 19.30 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:36:02 | 前端数据 已处理/错误/处理速度 561/0/2每分钟
INFO   | jvm 1    | 2015/06/05 17:36:02 | 内存情况 已用内存/可用内存/最大内存 23.12 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:41:02 | 前端数据 已处理/错误/处理速度 574/0/2每分钟
INFO   | jvm 1    | 2015/06/05 17:41:02 | 内存情况 已用内存/可用内存/最大内存 20.64 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:46:02 | 前端数据 已处理/错误/处理速度 580/0/1每分钟
INFO   | jvm 1    | 2015/06/05 17:46:02 | 内存情况 已用内存/可用内存/最大内存 20.68 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:51:02 | 前端数据 已处理/错误/处理速度 604/0/4每分钟
INFO   | jvm 1    | 2015/06/05 17:51:02 | 内存情况 已用内存/可用内存/最大内存 18.93 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 17:56:02 | 前端数据 已处理/错误/处理速度 630/0/5每分钟
INFO   | jvm 1    | 2015/06/05 17:56:02 | 内存情况 已用内存/可用内存/最大内存 18.78 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:01:02 | 前端数据 已处理/错误/处理速度 663/0/6每分钟
INFO   | jvm 1    | 2015/06/05 18:01:02 | 内存情况 已用内存/可用内存/最大内存 24.01 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:06:02 | 前端数据 已处理/错误/处理速度 723/0/12每分钟
INFO   | jvm 1    | 2015/06/05 18:06:02 | 内存情况 已用内存/可用内存/最大内存 18.36 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:11:02 | 前端数据 已处理/错误/处理速度 766/0/8每分钟
INFO   | jvm 1    | 2015/06/05 18:11:02 | 内存情况 已用内存/可用内存/最大内存 23.25 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:16:02 | 前端数据 已处理/错误/处理速度 825/0/11每分钟
INFO   | jvm 1    | 2015/06/05 18:16:02 | 内存情况 已用内存/可用内存/最大内存 16.95 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:21:02 | 前端数据 已处理/错误/处理速度 857/0/6每分钟
INFO   | jvm 1    | 2015/06/05 18:21:02 | 内存情况 已用内存/可用内存/最大内存 21.17 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:26:02 | 前端数据 已处理/错误/处理速度 890/0/6每分钟
INFO   | jvm 1    | 2015/06/05 18:26:02 | 内存情况 已用内存/可用内存/最大内存 18.41 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:31:02 | 前端数据 已处理/错误/处理速度 913/0/4每分钟
INFO   | jvm 1    | 2015/06/05 18:31:02 | 内存情况 已用内存/可用内存/最大内存 23.68 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:36:02 | 前端数据 已处理/错误/处理速度 951/0/7每分钟
INFO   | jvm 1    | 2015/06/05 18:36:02 | 内存情况 已用内存/可用内存/最大内存 16.99 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:41:02 | 前端数据 已处理/错误/处理速度 981/0/6每分钟
INFO   | jvm 1    | 2015/06/05 18:41:02 | 内存情况 已用内存/可用内存/最大内存 19.75 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:46:02 | 前端数据 已处理/错误/处理速度 1013/0/6每分钟
INFO   | jvm 1    | 2015/06/05 18:46:02 | 内存情况 已用内存/可用内存/最大内存 24.15 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:51:02 | 前端数据 已处理/错误/处理速度 1055/0/8每分钟
INFO   | jvm 1    | 2015/06/05 18:51:02 | 内存情况 已用内存/可用内存/最大内存 20.53 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 18:56:02 | 前端数据 已处理/错误/处理速度 1076/0/4每分钟
INFO   | jvm 1    | 2015/06/05 18:56:02 | 内存情况 已用内存/可用内存/最大内存 24.20 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:01:02 | 前端数据 已处理/错误/处理速度 1114/0/7每分钟
INFO   | jvm 1    | 2015/06/05 19:01:02 | 内存情况 已用内存/可用内存/最大内存 17.28 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:06:02 | 前端数据 已处理/错误/处理速度 1148/0/6每分钟
INFO   | jvm 1    | 2015/06/05 19:06:02 | 内存情况 已用内存/可用内存/最大内存 23.15 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:11:02 | 前端数据 已处理/错误/处理速度 1178/0/6每分钟
INFO   | jvm 1    | 2015/06/05 19:11:02 | 内存情况 已用内存/可用内存/最大内存 18.05 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:16:02 | 前端数据 已处理/错误/处理速度 1207/0/5每分钟
INFO   | jvm 1    | 2015/06/05 19:16:02 | 内存情况 已用内存/可用内存/最大内存 20.00 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:21:02 | 前端数据 已处理/错误/处理速度 1240/0/6每分钟
INFO   | jvm 1    | 2015/06/05 19:21:02 | 内存情况 已用内存/可用内存/最大内存 17.26 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:26:02 | 前端数据 已处理/错误/处理速度 1258/0/3每分钟
INFO   | jvm 1    | 2015/06/05 19:26:02 | 内存情况 已用内存/可用内存/最大内存 18.76 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:31:02 | 前端数据 已处理/错误/处理速度 1282/0/4每分钟
INFO   | jvm 1    | 2015/06/05 19:31:02 | 内存情况 已用内存/可用内存/最大内存 16.98 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:36:02 | 前端数据 已处理/错误/处理速度 1323/0/8每分钟
INFO   | jvm 1    | 2015/06/05 19:36:02 | 内存情况 已用内存/可用内存/最大内存 20.29 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:41:02 | 前端数据 已处理/错误/处理速度 1350/0/5每分钟
INFO   | jvm 1    | 2015/06/05 19:41:02 | 内存情况 已用内存/可用内存/最大内存 20.75 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:46:02 | 前端数据 已处理/错误/处理速度 1375/0/5每分钟
INFO   | jvm 1    | 2015/06/05 19:46:02 | 内存情况 已用内存/可用内存/最大内存 19.84 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:51:02 | 前端数据 已处理/错误/处理速度 1398/0/4每分钟
INFO   | jvm 1    | 2015/06/05 19:51:02 | 内存情况 已用内存/可用内存/最大内存 17.18 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 19:56:02 | 前端数据 已处理/错误/处理速度 1430/0/6每分钟
INFO   | jvm 1    | 2015/06/05 19:56:02 | 内存情况 已用内存/可用内存/最大内存 21.47 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:01:02 | 前端数据 已处理/错误/处理速度 1451/0/4每分钟
INFO   | jvm 1    | 2015/06/05 20:01:02 | 内存情况 已用内存/可用内存/最大内存 17.35 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:06:02 | 前端数据 已处理/错误/处理速度 1477/0/5每分钟
INFO   | jvm 1    | 2015/06/05 20:06:02 | 内存情况 已用内存/可用内存/最大内存 17.10 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:11:02 | 前端数据 已处理/错误/处理速度 1496/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:11:02 | 内存情况 已用内存/可用内存/最大内存 19.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:16:02 | 前端数据 已处理/错误/处理速度 1511/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:16:02 | 内存情况 已用内存/可用内存/最大内存 18.28 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:21:02 | 前端数据 已处理/错误/处理速度 1539/0/5每分钟
INFO   | jvm 1    | 2015/06/05 20:21:02 | 内存情况 已用内存/可用内存/最大内存 19.52 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:26:02 | 前端数据 已处理/错误/处理速度 1569/0/6每分钟
INFO   | jvm 1    | 2015/06/05 20:26:02 | 内存情况 已用内存/可用内存/最大内存 22.39 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:31:02 | 前端数据 已处理/错误/处理速度 1584/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:31:02 | 内存情况 已用内存/可用内存/最大内存 21.37 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:36:02 | 前端数据 已处理/错误/处理速度 1601/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:36:02 | 内存情况 已用内存/可用内存/最大内存 22.16 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:41:02 | 前端数据 已处理/错误/处理速度 1613/0/2每分钟
INFO   | jvm 1    | 2015/06/05 20:41:02 | 内存情况 已用内存/可用内存/最大内存 18.99 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:46:02 | 前端数据 已处理/错误/处理速度 1630/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:46:02 | 内存情况 已用内存/可用内存/最大内存 19.60 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:51:02 | 前端数据 已处理/错误/处理速度 1649/0/3每分钟
INFO   | jvm 1    | 2015/06/05 20:51:02 | 内存情况 已用内存/可用内存/最大内存 21.73 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 20:56:02 | 前端数据 已处理/错误/处理速度 1673/0/4每分钟
INFO   | jvm 1    | 2015/06/05 20:56:02 | 内存情况 已用内存/可用内存/最大内存 20.07 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:01:02 | 前端数据 已处理/错误/处理速度 1702/0/5每分钟
INFO   | jvm 1    | 2015/06/05 21:01:02 | 内存情况 已用内存/可用内存/最大内存 22.19 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:06:02 | 前端数据 已处理/错误/处理速度 1733/0/6每分钟
INFO   | jvm 1    | 2015/06/05 21:06:02 | 内存情况 已用内存/可用内存/最大内存 17.88 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:11:02 | 前端数据 已处理/错误/处理速度 1751/0/3每分钟
INFO   | jvm 1    | 2015/06/05 21:11:02 | 内存情况 已用内存/可用内存/最大内存 19.32 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:16:02 | 前端数据 已处理/错误/处理速度 1769/0/3每分钟
INFO   | jvm 1    | 2015/06/05 21:16:02 | 内存情况 已用内存/可用内存/最大内存 20.74 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:21:02 | 前端数据 已处理/错误/处理速度 1785/0/3每分钟
INFO   | jvm 1    | 2015/06/05 21:21:02 | 内存情况 已用内存/可用内存/最大内存 20.63 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:26:02 | 前端数据 已处理/错误/处理速度 1809/0/4每分钟
INFO   | jvm 1    | 2015/06/05 21:26:02 | 内存情况 已用内存/可用内存/最大内存 18.76 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:31:02 | 前端数据 已处理/错误/处理速度 1836/0/5每分钟
INFO   | jvm 1    | 2015/06/05 21:31:02 | 内存情况 已用内存/可用内存/最大内存 19.33 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:36:02 | 前端数据 已处理/错误/处理速度 1855/0/3每分钟
INFO   | jvm 1    | 2015/06/05 21:36:02 | 内存情况 已用内存/可用内存/最大内存 21.54 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:41:02 | 前端数据 已处理/错误/处理速度 1872/0/3每分钟
INFO   | jvm 1    | 2015/06/05 21:41:02 | 内存情况 已用内存/可用内存/最大内存 22.20 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:46:02 | 前端数据 已处理/错误/处理速度 1895/0/4每分钟
INFO   | jvm 1    | 2015/06/05 21:46:02 | 内存情况 已用内存/可用内存/最大内存 19.59 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:51:02 | 前端数据 已处理/错误/处理速度 1909/0/2每分钟
INFO   | jvm 1    | 2015/06/05 21:51:02 | 内存情况 已用内存/可用内存/最大内存 17.88 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 21:56:02 | 前端数据 已处理/错误/处理速度 1933/0/4每分钟
INFO   | jvm 1    | 2015/06/05 21:56:02 | 内存情况 已用内存/可用内存/最大内存 24.00 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:01:02 | 前端数据 已处理/错误/处理速度 1951/0/3每分钟
INFO   | jvm 1    | 2015/06/05 22:01:02 | 内存情况 已用内存/可用内存/最大内存 17.49 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:06:02 | 前端数据 已处理/错误/处理速度 1973/0/4每分钟
INFO   | jvm 1    | 2015/06/05 22:06:02 | 内存情况 已用内存/可用内存/最大内存 21.99 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:11:02 | 前端数据 已处理/错误/处理速度 1996/0/4每分钟
INFO   | jvm 1    | 2015/06/05 22:11:02 | 内存情况 已用内存/可用内存/最大内存 19.24 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:16:02 | 前端数据 已处理/错误/处理速度 2023/0/5每分钟
INFO   | jvm 1    | 2015/06/05 22:16:02 | 内存情况 已用内存/可用内存/最大内存 19.76 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:21:02 | 前端数据 已处理/错误/处理速度 2036/0/2每分钟
INFO   | jvm 1    | 2015/06/05 22:21:02 | 内存情况 已用内存/可用内存/最大内存 17.27 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:26:02 | 前端数据 已处理/错误/处理速度 2047/0/2每分钟
INFO   | jvm 1    | 2015/06/05 22:26:02 | 内存情况 已用内存/可用内存/最大内存 21.18 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:31:02 | 前端数据 已处理/错误/处理速度 2074/0/5每分钟
INFO   | jvm 1    | 2015/06/05 22:31:02 | 内存情况 已用内存/可用内存/最大内存 21.63 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:36:02 | 前端数据 已处理/错误/处理速度 2082/0/1每分钟
INFO   | jvm 1    | 2015/06/05 22:36:02 | 内存情况 已用内存/可用内存/最大内存 23.16 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:41:02 | 前端数据 已处理/错误/处理速度 2092/0/2每分钟
INFO   | jvm 1    | 2015/06/05 22:41:02 | 内存情况 已用内存/可用内存/最大内存 18.49 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:46:02 | 前端数据 已处理/错误/处理速度 2112/0/4每分钟
INFO   | jvm 1    | 2015/06/05 22:46:02 | 内存情况 已用内存/可用内存/最大内存 21.56 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:51:02 | 前端数据 已处理/错误/处理速度 2123/0/2每分钟
INFO   | jvm 1    | 2015/06/05 22:51:02 | 内存情况 已用内存/可用内存/最大内存 17.46 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 22:56:02 | 前端数据 已处理/错误/处理速度 2140/0/3每分钟
INFO   | jvm 1    | 2015/06/05 22:56:02 | 内存情况 已用内存/可用内存/最大内存 18.21 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:01:02 | 前端数据 已处理/错误/处理速度 2164/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:01:02 | 内存情况 已用内存/可用内存/最大内存 24.36 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:06:02 | 前端数据 已处理/错误/处理速度 2185/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:06:02 | 内存情况 已用内存/可用内存/最大内存 20.27 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:11:02 | 前端数据 已处理/错误/处理速度 2210/0/5每分钟
INFO   | jvm 1    | 2015/06/05 23:11:02 | 内存情况 已用内存/可用内存/最大内存 19.13 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:16:02 | 前端数据 已处理/错误/处理速度 2233/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:16:02 | 内存情况 已用内存/可用内存/最大内存 24.49 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:21:02 | 前端数据 已处理/错误/处理速度 2264/0/6每分钟
INFO   | jvm 1    | 2015/06/05 23:21:02 | 内存情况 已用内存/可用内存/最大内存 20.22 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:26:02 | 前端数据 已处理/错误/处理速度 2290/0/5每分钟
INFO   | jvm 1    | 2015/06/05 23:26:02 | 内存情况 已用内存/可用内存/最大内存 20.10 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:31:02 | 前端数据 已处理/错误/处理速度 2310/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:31:02 | 内存情况 已用内存/可用内存/最大内存 23.10 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:36:02 | 前端数据 已处理/错误/处理速度 2332/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:36:02 | 内存情况 已用内存/可用内存/最大内存 19.66 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:41:02 | 前端数据 已处理/错误/处理速度 2349/0/3每分钟
INFO   | jvm 1    | 2015/06/05 23:41:02 | 内存情况 已用内存/可用内存/最大内存 20.39 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:46:02 | 前端数据 已处理/错误/处理速度 2368/0/3每分钟
INFO   | jvm 1    | 2015/06/05 23:46:02 | 内存情况 已用内存/可用内存/最大内存 22.54 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:51:02 | 前端数据 已处理/错误/处理速度 2381/0/2每分钟
INFO   | jvm 1    | 2015/06/05 23:51:02 | 内存情况 已用内存/可用内存/最大内存 20.10 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/05 23:56:02 | 前端数据 已处理/错误/处理速度 2405/0/4每分钟
INFO   | jvm 1    | 2015/06/05 23:56:02 | 内存情况 已用内存/可用内存/最大内存 18.33 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:01:02 | 前端数据 已处理/错误/处理速度 2426/0/4每分钟
INFO   | jvm 1    | 2015/06/06 00:01:02 | 内存情况 已用内存/可用内存/最大内存 22.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:06:02 | 前端数据 已处理/错误/处理速度 2448/0/4每分钟
INFO   | jvm 1    | 2015/06/06 00:06:02 | 内存情况 已用内存/可用内存/最大内存 19.43 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:11:02 | 前端数据 已处理/错误/处理速度 2466/0/3每分钟
INFO   | jvm 1    | 2015/06/06 00:11:02 | 内存情况 已用内存/可用内存/最大内存 21.52 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:16:02 | 前端数据 已处理/错误/处理速度 2481/0/3每分钟
INFO   | jvm 1    | 2015/06/06 00:16:02 | 内存情况 已用内存/可用内存/最大内存 21.18 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:21:02 | 前端数据 已处理/错误/处理速度 2507/0/5每分钟
INFO   | jvm 1    | 2015/06/06 00:21:02 | 内存情况 已用内存/可用内存/最大内存 21.38 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:26:02 | 前端数据 已处理/错误/处理速度 2534/0/5每分钟
INFO   | jvm 1    | 2015/06/06 00:26:02 | 内存情况 已用内存/可用内存/最大内存 22.67 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:31:02 | 前端数据 已处理/错误/处理速度 2551/0/3每分钟
INFO   | jvm 1    | 2015/06/06 00:31:02 | 内存情况 已用内存/可用内存/最大内存 23.90 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:36:02 | 前端数据 已处理/错误/处理速度 2559/0/1每分钟
INFO   | jvm 1    | 2015/06/06 00:36:02 | 内存情况 已用内存/可用内存/最大内存 18.12 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:41:02 | 前端数据 已处理/错误/处理速度 2571/0/2每分钟
INFO   | jvm 1    | 2015/06/06 00:41:02 | 内存情况 已用内存/可用内存/最大内存 23.46 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:46:02 | 前端数据 已处理/错误/处理速度 2590/0/3每分钟
INFO   | jvm 1    | 2015/06/06 00:46:02 | 内存情况 已用内存/可用内存/最大内存 18.36 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:51:02 | 前端数据 已处理/错误/处理速度 2596/0/1每分钟
INFO   | jvm 1    | 2015/06/06 00:51:02 | 内存情况 已用内存/可用内存/最大内存 18.94 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 00:56:02 | 前端数据 已处理/错误/处理速度 2604/0/1每分钟
INFO   | jvm 1    | 2015/06/06 00:56:02 | 内存情况 已用内存/可用内存/最大内存 21.18 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:01:02 | 前端数据 已处理/错误/处理速度 2616/0/2每分钟
INFO   | jvm 1    | 2015/06/06 01:01:02 | 内存情况 已用内存/可用内存/最大内存 18.55 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:06:02 | 前端数据 已处理/错误/处理速度 2621/0/1每分钟
INFO   | jvm 1    | 2015/06/06 01:06:02 | 内存情况 已用内存/可用内存/最大内存 18.54 MB/127.06 MB/508.06 MB
